,賣場,品名,品牌,種類,價格,圖片,網址
64,家樂福,春風山茶花精華抽取式衛生紙-100PC,春風,抽取,$807.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwb7b72abf/images/large/0201609.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220102000172.html
65,家樂福,春風山茶花精華抽取式衛生紙-100PC,春風,抽取,$269.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw634f093d/images/large/0201610.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220102000124.html
66,家樂福,舒潔迪士尼抽取衛生紙超值包,舒潔,抽取,$299.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw73107a61/images/large/0185918.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220105900124.html
67,家樂福,得意連續抽取衛生紙-大甲媽版,得意,抽取,$705.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw0ac11034/images/large/0206155_-.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%BE%97%E6%84%8F/1220107100172.html
68,家樂福,家樂福超值平版式花紋衛生紙-300PC,家樂福,平版,$89.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw46b0fe06/images/large/0207262.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220000100106.html
69,家樂福,家樂福超值平版式花紋衛生紙-300PC,家樂福,平版,$534.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwd5364b1d/images/large/0210461.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220000100136.html
70,家樂福,【家樂福省更多】家樂福優質三層抽取式衛生紙 100抽x24包/袋,家樂福,抽取,$329.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw81b3ca2e/images/large/0180502.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220108000101.html
71,家樂福,五月花蓬厚柔三層抽取衛生紙110PC,五月花,抽取,$439.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwca8f51b5/images/large/0238361.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%94%E6%9C%88%E8%8A%B1/1220103700124.html
72,家樂福,舒潔 喀什米爾 4層抽取衛生紙乳木果精華-90PC(即日起-3/31 箱購活動請下6件只要1199元/不得併用折價券/折扣碼),舒潔,抽取,$310.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw237b265e/images/large/0257621_490.png?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220112300110.html
73,家樂福,舒潔絲柔乳液抽取衛生紙超值包-100PCx30包,舒潔,抽取,$399.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw0c71184c/images/large/0178420.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220106800101.html
74,家樂福,舒潔兒童學習專用濕式衛生紙40抽,舒潔,濕式,$98.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw00f469dd/images/large/0241397_40.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220112200101.html
75,家樂福,舒潔特級膚觸抽取衛生紙 90抽6包,舒潔,抽取,$99.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwf44a4cc7/images/large/1220115100101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220115100101.html
76,家樂福,舒潔喀什米爾4層衛生紙86抽4包,舒潔,,$85.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw6150bf43/images/large/1220110200101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220110200101.html
77,家樂福,家樂福環保抽取式衛生紙-100PCX12,家樂福,抽取,$115.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw2202f6d8/images/large/0251888_-100x12.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220112000101.html
78,家樂福,舒潔棉柔舒適捲筒衛生紙300PCx12,舒潔,捲筒,$239.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dweef1c5b2/images/large/1220204900101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220204900101.html
79,家樂福,唯潔雅抽取式衛生紙(平安福)90PCx14,唯潔雅,抽取,$142.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwe5a84209/images/large/1220108800101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%94%AF%E6%BD%94%E9%9B%85/1220108800101.html
80,家樂福,五月花舒敏厚棒抽取式衛生紙86PC,五月花,抽取,$245.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwa1e94795/images/large/0275018_8610.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%94%E6%9C%88%E8%8A%B1/1220103800110.html
81,家樂福,可麗舒豆卡聯名抽取衛生紙90抽6包(即日起-3/31 箱購活動請下12件只要779元/不得併用折價券/折扣碼),可麗舒,抽取,$69.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw1c39c09f/images/large/1220104500101.png?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%8F%AF%E9%BA%97%E8%88%92/1220104500101.html
82,家樂福,五月花角落小夥伴衛生紙(FSC驗證)100PCx24,五月花,,$315.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw5a35357b/images/large/0275043_fsc100.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%94%E6%9C%88%E8%8A%B1/1220114900124.html
83,家樂福,家樂福超值連續抽取式花紋衛生紙輕巧包120抽,家樂福,抽取,$168.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8b2eed17/images/large/0203814.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220102400120.html
84,家樂福,【汽車百貨】YAC飲料紙巾多用途垃圾桶,,紙巾,$399.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwf139c6a5/images/large/35542007001-1.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/3554200700101.html
85,家樂福,五月花聰明萬用紙巾-120PC,五月花,紙巾,$88.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw850f3838/images/large/0238358.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%94%E6%9C%88%E8%8A%B1/1220103500110.html
86,家樂福,五月花聰明萬用紙巾-120PC,五月花,紙巾,$474.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwa50c0bd3/images/large/0238359.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%94%E6%9C%88%E8%8A%B1/1220103500160.html
87,家樂福,家樂福超值單抽式柔紙巾,家樂福,紙巾,$99.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw39342d0a/images/large/0181871.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220189600110.html
88,家樂福,家樂福超值單抽式柔紙巾,家樂福,紙巾,$594.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw70267447/images/large/0090888.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220189600160.html
89,家樂福,春風抽取式廚房紙巾120PCx3包x8袋,春風,抽取,$632.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw0a08a374/images/large/1222100900101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1222100900108.html
90,家樂福,倍潔雅好韌真3層抽取式PEFC,倍潔雅,抽取,$259.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwb49ea2a5/images/large/1220102800101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%80%8D%E6%BD%94%E9%9B%85/1220102800101.html
91,家樂福,倍潔雅好韌真Plus3層抽取茶樹精油抑菌,倍潔雅,抽取,$249.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw85894c16/images/large/1220105400101.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%80%8D%E6%BD%94%E9%9B%85/1220105400101.html
92,家樂福,得意廚房紙巾-70PCx6捲x8包,得意,紙巾,$632.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwf3cb91cb/images/large/0195425.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%BE%97%E6%84%8F/1222001500108.html
93,家樂福,春風平版衛生紙-300PC張,春風,平版,$684.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwa9bb8afd/images/large/0099562.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220000800136.html
94,家樂福,春風濕拭衛生紙40PCx3包,春風,,"$1,704.00",https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw487743d5/images/large/0263874.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220189500112.html
95,家樂福,簡約木蓋衛生紙盒,,,$189.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw3d57bf92/images/large/31704048001001-1.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB/3170404800101.html
96,家樂福,簡約木蓋衛生紙盒,,,$189.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwa72372ee/images/large/31704048003001-1.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB/3170404800301.html
97,家樂福,浴室水晶抽取衛生紙盒,,抽取,$249.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwdacb79a0/images/large/0209722.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/3170403300101.html
98,家樂福,家樂福濕式衛生紙,家樂福,濕式,$119.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw31d7a505/images/large/0232145.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220111200103.html
99,家樂福,舒潔濕式衛生紙外出包,舒潔,濕式,$98.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwb9c20db4/images/large/0041367.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220105300101.html
100,家樂福,舒潔女性專用濕式衛生紙40PC,舒潔,濕式,$129.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw40692b2d/images/large/0265768.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220189700102.html
101,家樂福,工業風貨櫃造型衛生紙盒,,,$189.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw82b29aee/images/large/0255554.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB/3170404200201.html
102,家樂福,工業風貨櫃造型衛生紙盒,,,$189.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw51eb2102/images/large/0255553.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB/3170404200301.html
103,家樂福,工業風貨櫃造型衛生紙盒,,,$189.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw715a5a36/images/large/0255552.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB/3170404200101.html
104,家樂福,家而適捲筒衛生紙放置架,,捲筒,$199.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwb3e49737/images/large/0205802.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E8%80%8C%E9%81%A9/3170401200101.html
105,家樂福,家而適抽取衛生紙放置架,,抽取,$459.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw0545791b/images/large/0205799.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E8%80%8C%E9%81%A9/3170400400101.html
106,家樂福,3M無痕防水抽取式衛生紙架,,抽取,$459.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw4c104a68/images/large/0233473_3m.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/3m/3170404000101.html
107,家樂福,舒潔濕式衛生紙贈品超值組40PCx7,舒潔,濕式,$359.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw202c074c/images/large/0274399.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E8%88%92%E6%BD%94/1220113000101.html
108,家樂福,【DIY】隨意貼無痕壁掛衛生紙架,,,$120.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw877792db/images/large/0128540_sa02.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/3176000100101.html
109,家樂福,家而適多功能抽取式衛生紙架,,抽取,$479.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwc7b625cf/images/large/0205861.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E8%80%8C%E9%81%A9/3170403400101.html
110,家樂福,春風柔韌感山茶花抽取衛生紙,春風,抽取,$966.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwfe2f39a6/images/large/0204606.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220108300172.html
111,家樂福,春風柔韌感抽取衛生紙110PCx12x6袋,春風,抽取,$858.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw8e257ef5/images/large/0245769.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220102500172.html
112,家樂福,春風柔韌感抽取衛生紙110PCx12,春風,抽取,$143.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw4fb71b72/images/large/0245767.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E6%98%A5%E9%A2%A8/1220102500112.html
113,家樂福,3M無痕防水收納配件組-雙鉤背板,,,$119.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw9a89661a/images/large/0112751_3m-.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/3m/3170793600101.html
114,家樂福,【汽車百貨】YARK車用椅背收納袋,,,$399.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwc0468959/images/large/0248534_yark.png?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%9E%E5%85%8B/3553100900101.html
115,家樂福,【汽車百貨】車用錢包收納袋,,,$218.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw428c4bc0/images/large/0254643.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%9E%E5%85%8B/3554301600101.html
116,家樂福,威猛先生可沖式清新潔廁刷補充包,,,$99.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw90220db5/images/large/0273676.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%A8%81%E7%8C%9B%E5%85%88%E7%94%9F/3176292000101.html
117,家樂福,威猛先生可沖式清新潔廁刷,,,$99.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw29fc6aa4/images/large/0273675.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%A8%81%E7%8C%9B%E5%85%88%E7%94%9F/3176291900101.html
118,家樂福,【汽車百貨】YARK車內多功能收納袋,,,$499.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwc5ce11bb/images/large/35543029001-1.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E4%BA%9E%E5%85%8B/3554302900101.html
119,家樂福,倍潔雅抽取衛生紙,倍潔雅,抽取,$78.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw1b14911a/images/large/0172807.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%80%8D%E6%BD%94%E9%9B%85/1220104100106.html
120,家樂福,倍潔雅抽取衛生紙,倍潔雅,抽取,$936.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw595ade71/images/large/0217334.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%80%8D%E6%BD%94%E9%9B%85/1220104100172.html
121,家樂福,百吉牌平版衛生紙-300PC,百吉,平版,$558.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw86dae75c/images/large/0096160.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%99%BE%E5%90%89/1220000300136.html
122,家樂福,百吉牌平版衛生紙-300PC,百吉,平版,$93.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw44c7e28b/images/large/0007262.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E7%99%BE%E5%90%89/1220000300106.html
123,家樂福,唯潔雅輕巧萬用抽取式衛生紙120PC,唯潔雅,抽取,$225.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw66263392/images/large/0266532.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%94%AF%E6%BD%94%E9%9B%85/1220106700130.html
124,家樂福,"可麗舒抽取衛生紙100PCx24包x3袋(限量加量包裝數量有限出完為止,請以實際到貨包裝為主)",可麗舒,抽取,$717.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwefbd5b49/images/large/15020619348883.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%8F%AF%E9%BA%97%E8%88%92/1220189800172.html
125,家樂福,"可麗舒抽取衛生紙100PCx24(限量加量包裝數量有限出完為止,請以實際到貨包裝為主)",可麗舒,抽取,$245.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwefbd5b49/images/large/15020619348883.jpg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%8F%AF%E9%BA%97%E8%88%92/1220189800124.html
126,家樂福,家樂福環保捲筒衛生紙,家樂福,捲筒,$270.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dw2a1cd208/images/large/0253540.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220203900106.html
127,家樂福,家樂福環保捲筒衛生紙,家樂福,捲筒,$45.00,https://online.carrefour.com.tw/dw/image/v2/BFHC_PRD/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/dwd1931e30/images/large/0253541.jpeg?sw=300&bgcolor=FFFFFF,https://online.carrefour.com.tw/zh/%E5%AE%B6%E6%A8%82%E7%A6%8F/1220203900101.html
